X,Y,objectid,pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,laua,ward,hlthau,ctry,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,ced,nhser,rgn,calncv,stp
-2.092908215,57.123362845330071,1086,AB1 4AW,AB1  4AW,AB1 4AW,198001,199606,0,394474,0803609,1,S00090597,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000043,S03000012,S99999999,S99999999,1,7B1,57.123378,-2.0929,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.072490534,57.129422029801404,1087,AB1 4AX,AB1  4AX,AB1 4AX,198001,199606,0,395711,0804282,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003142,S03000012,S99999999,S99999999,1,7A1,57.129438,-2.072482,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.074831349,57.127049115568802,1088,AB1 4AY,AB1  4AY,AB1 4AY,198001,199606,0,395569,0804018,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003142,S03000012,S99999999,S99999999,1,7A1,57.127065,-2.074823,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.089548321,57.127245974019203,1089,AB1 4AZ,AB1  4AZ,AB1 4AZ,199406,199606,0,394678,0804041,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003154,S03000012,S99999999,S99999999,1,7A1,57.127262,-2.08954,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.089692676,57.125440284566302,1090,AB1 4BB,AB1  4BB,AB1 4BB,198001,199606,0,394669,0803840,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000013,S03000012,S99999999,S99999999,1,7A1,57.125456,-2.089684,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.0903753,57.12083150044905,1091,AB1 4BD,AB1  4BD,AB1 4BD,198001,199606,0,394627,0803327,1,S00090597,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000045,S03000012,S99999999,S99999999,1,7B1,57.120847,-2.090367,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.09173156,57.121692877812706,1092,AB1 4BE,AB1  4BE,AB1 4BE,198001,199606,0,394545,0803423,1,S00090597,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000045,S03000012,S99999999,S99999999,1,7B1,57.121708,-2.091723,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.081068426,57.124134692779784,1093,AB1 4BG,AB1  4BG,AB1 4BG,198001,199606,0,395191,0803694,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003048,S03000012,S99999999,S99999999,1,7A1,57.12415,-2.08106,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.087855249,57.11658433077686,1094,AB1 4BH,AB1  4BH,AB1 4BH,199512,199606,0,394779,0802854,1,S00089120,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000946,S99999999,S01006623,S02001256,S34003036,S03000012,S99999999,S99999999,1,6B4,57.1166,-2.087847,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.08909601,57.124560378530447,1095,AB1 4BJ,AB1  4BJ,AB1 4BJ,198001,199606,0,394705,0803742,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000013,S03000012,S99999999,S99999999,1,7A1,57.124576,-2.089088,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.087478026,57.096408632879026,1096,AB1 4BL,AB1  4BL,AB1 4BL,199512,199512,0,394799,0800608,1,S00090863,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006614,S02001255,S34003043,S03000012,S99999999,S99999999,1,6B2,57.096424,-2.087469,S99999999,S99999999,S23000009,6585,S99999999,S99999999,S99999999,S99999999,S99999999
-2.088702147,57.125629639447006,1097,AB1 4BN,AB1  4BN,AB1 4BN,198001,199606,0,394729,0803861,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000011,S03000012,S99999999,S99999999,1,7A1,57.125645,-2.088694,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.085713085,57.125802416888767,1098,AB1 4BP,AB1  4BP,AB1 4BP,198001,199512,0,394910,0803880,8,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003154,S03000012,S99999999,S99999999,1,7A1,57.125818,-2.085705,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.084375224,57.125785367484994,1099,AB1 4BQ,AB1  4BQ,AB1 4BQ,198001,199606,0,394991,0803878,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003048,S03000012,S99999999,S99999999,1,7A1,57.125801,-2.084367,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.079706757,57.128447430284616,1100,AB1 4BR,AB1  4BR,AB1 4BR,198001,199606,0,395274,0804174,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003154,S03000012,S99999999,S99999999,1,7A1,57.128463,-2.079698,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.079373553,57.12709120639439,1101,AB1 4BS,AB1  4BS,AB1 4BS,198001,199606,0,395294,0804023,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003142,S03000012,S99999999,S99999999,1,7A1,57.127107,-2.079365,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.086539501,57.126062350935875,1102,AB1 4BT,AB1  4BT,AB1 4BT,198001,199606,0,394860,0803909,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003154,S03000012,S99999999,S99999999,1,7A1,57.126078,-2.086531,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.088518611,57.096776207774354,1103,AB1 4BU,AB1  4BU,AB1 4BU,199512,199606,0,394736,0800649,1,S00090862,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006616,S02001255,S34003043,S03000012,S99999999,S99999999,1,6B3,57.096792,-2.088509,S99999999,S99999999,S23000009,6277,S99999999,S99999999,S99999999,S99999999,S99999999
-2.088137168,57.095985964836018,1104,AB1 4BW,AB1  4BW,AB1 4BW,199512,199512,0,394759,0800561,1,S00090863,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006614,S02001255,S34003043,S03000012,S99999999,S99999999,1,6B2,57.096002,-2.088128,S99999999,S99999999,S23000009,6585,S99999999,S99999999,S99999999,S99999999,S99999999
-2.091602517,57.09584872869182,1105,AB1 4BX,AB1  4BX,AB1 4BX,199512,199606,0,394549,0800546,1,S00090864,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006614,S02001255,S34003043,S03000012,S99999999,S99999999,1,6B1,57.095864,-2.091593,S99999999,S99999999,S23000009,6585,S99999999,S99999999,S99999999,S99999999,S99999999
-2.090248153,57.095391575116579,1106,AB1 4BY,AB1  4BY,AB1 4BY,199512,199606,0,394631,0800495,1,S00090865,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006614,S02001255,S34003043,S03000012,S99999999,S99999999,1,5A1,57.095407,-2.090239,S99999999,S99999999,S23000009,6585,S99999999,S99999999,S99999999,S99999999,S99999999
-2.090924274,57.095184474093259,1107,AB1 4BZ,AB1  4BZ,AB1 4BZ,199512,199606,0,394590,0800472,1,S00090865,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006614,S02001255,S34003043,S03000012,S99999999,S99999999,1,5A1,57.0952,-2.090915,S99999999,S99999999,S23000009,6585,S99999999,S99999999,S99999999,S99999999,S99999999
-2.091031784,57.119142213397339,1108,AB1 4DA,AB1  4DA,AB1 4DA,199409,199606,0,394587,0803139,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003048,S03000012,S99999999,S99999999,1,7A1,57.119158,-2.091023,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.091199332,57.120139206411388,1109,AB1 4DB,AB1  4DB,AB1 4DB,198101,199606,0,394577,0803250,1,S00090597,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000045,S03000012,S99999999,S99999999,1,7B1,57.120155,-2.091191,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.09135813,57.117525029826943,1110,AB1 4DD,AB1  4DD,AB1 4DD,198001,199606,0,394567,0802959,1,S00089119,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000946,S99999999,S01006608,S02001254,S34003048,S03000012,S99999999,S99999999,1,6A3,57.117541,-2.09135,S99999999,S99999999,S23000009,5354,S99999999,S99999999,S99999999,S99999999,S99999999
-2.092200979,57.11781186569705,1111,AB1 4DE,AB1  4DE,AB1 4DE,198001,199606,0,394516,0802991,1,S00089119,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000946,S99999999,S01006608,S02001254,S34003048,S03000012,S99999999,S99999999,1,6A3,57.117827,-2.092192,S99999999,S99999999,S23000009,5354,S99999999,S99999999,S99999999,S99999999,S99999999
-2.090653727,57.119870114302856,1112,AB1 4DF,AB1  4DF,AB1 4DF,198001,199606,0,394610,0803220,8,S00090597,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34000045,S03000012,S99999999,S99999999,1,7B1,57.119886,-2.090645,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.083057708,57.097588436251783,1113,AB1 4DG,AB1  4DG,AB1 4DG,199405,199606,0,395067,0800739,1,S00090849,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006616,S02001255,S34003144,S03000012,S99999999,S99999999,1,8B1,57.097604,-2.083048,S99999999,S99999999,S23000009,6277,S99999999,S99999999,S99999999,S99999999,S99999999
-2.083882972,57.097614832169398,1114,AB1 4DH,AB1  4DH,AB1 4DH,199405,199606,0,395017,0800742,1,S00090866,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006616,S02001255,S34003144,S03000012,S99999999,S99999999,1,6B2,57.09763,-2.083874,S99999999,S99999999,S23000009,6277,S99999999,S99999999,S99999999,S99999999,S99999999
-2.089362144,57.118388848572813,1115,AB1 4DJ,AB1  4DJ,AB1 4DJ,198001,199606,0,394688,0803055,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003048,S03000012,S99999999,S99999999,1,7A1,57.118404,-2.089354,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.085236682,57.119631400841953,1116,AB1 4DL,AB1  4DL,AB1 4DL,198203,199606,0,394938,0803193,1,S00089121,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006623,S02001256,S34003048,S03000012,S99999999,S99999999,1,7A1,57.119647,-2.085228,S99999999,S99999999,S23000009,3012,S99999999,S99999999,S99999999,S99999999,S99999999
-2.094413682,57.130970310921981,1117,AB1 4DN,AB1  4DN,AB1 4DN,198001,199606,0,394384,0804456,1,S00089122,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,7B1,57.130986,-2.094406,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.09262628,57.129597260879748,1118,AB1 4DP,AB1  4DP,AB1 4DP,198001,199606,0,394492,0804303,1,S00089122,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,7B1,57.129613,-2.092618,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.090841612,57.129302142126946,1119,AB1 4DQ,AB1  4DQ,AB1 4DQ,198001,199606,0,394600,0804270,8,S00089122,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,7B1,57.129318,-2.090834,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.090017003,57.129841723873959,1120,AB1 4DR,AB1  4DR,AB1 4DR,198001,199606,0,394650,0804330,8,S00089122,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,7B1,57.129857,-2.090009,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.090182615,57.130021263582741,1121,AB1 4DS,AB1  4DS,AB1 4DS,198001,199606,0,394640,0804350,8,S00089040,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006629,S02001257,S34002980,S03000012,S99999999,S99999999,1,7B1,57.130037,-2.090175,S99999999,S99999999,S23000009,1283,S99999999,S99999999,S99999999,S99999999,S99999999
-2.086219051,57.130383405394298,1122,AB1 4DT,AB1  4DT,AB1 4DT,198001,199606,0,394880,0804390,8,S00089127,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,7A1,57.130399,-2.086211,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.085597973,57.096993834111643,1123,AB1 4DU,AB1  4DU,AB1 4DU,199405,199606,0,394913,0800673,1,S00090866,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006616,S02001255,S34003144,S03000012,S99999999,S99999999,1,6B2,57.097009,-2.085589,S99999999,S99999999,S23000009,6277,S99999999,S99999999,S99999999,S99999999,S99999999
-2.085500757,57.097784412187053,1124,AB1 4DW,AB1  4DW,AB1 4DW,199405,199606,0,394919,0800761,1,S00090866,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006616,S02001255,S34003144,S03000012,S99999999,S99999999,1,6B2,57.0978,-2.085491,S99999999,S99999999,S23000009,6277,S99999999,S99999999,S99999999,S99999999,S99999999
-2.088860093,57.129573068457404,1125,AB1 4DX,AB1  4DX,AB1 4DX,198001,199606,0,394720,0804300,8,S00089122,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,7B1,57.129589,-2.088852,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.086539907,57.097523188414293,1126,AB1 4DY,AB1  4DY,AB1 4DY,199405,199606,0,394856,0800732,1,S00090866,S99999999,S12000033,S13002847,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000947,S99999999,S01006616,S02001255,S34003144,S03000012,S99999999,S99999999,1,6B2,57.097539,-2.086531,S99999999,S99999999,S23000009,6277,S99999999,S99999999,S99999999,S99999999,S99999999
-2.085557905,57.13020420354799,1127,AB1 4EA,AB1  4EA,AB1 4EA,198001,199606,0,394920,0804370,8,S00089128,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006630,S02001257,S34002980,S03000012,S99999999,S99999999,1,8C3,57.13022,-2.08555,S99999999,S99999999,S23000009,1599,S99999999,S99999999,S99999999,S99999999,S99999999
-2.08275159,57.131014580416441,1128,AB1 4EB,AB1  4EB,AB1 4EB,198001,199606,0,395090,0804460,8,S00089125,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006633,S02001258,S34003154,S03000012,S99999999,S99999999,1,7C1,57.13103,-2.082743,S99999999,S99999999,S23000009,1122,S99999999,S99999999,S99999999,S99999999,S99999999
-2.080439003,57.131016102916504,1129,AB1 4ED,AB1  4ED,AB1 4ED,198001,199606,0,395230,0804460,8,S00089125,S99999999,S12000033,S13002846,S08000020,S92000003,S14000002,S15000001,S09000001,S22000047,S03000012,S31000944,S99999999,S01006633,S02001258,S34003154,S03000012,S99999999,S99999999,1,7C1,57.131032,-2.080431,S99999999,S99999999,S23000009,1122,S99999999,S99999999,S99999999,S99999999,S99999999
